article_id,headline,body_text,source_domain,published_at,language,labels,mis_risk_label,word_count,scrape_noise,summary_ref,entities_ref
ART_02589,"A critical vulnerability has been discovered in Windows Kernel, affecting an estimated 355 million u","A critical vulnerability has been discovered in Windows Kernel, affecting an estimated 355 million users worldwide. The flaw, identified by researchers at Gilbert-Frazier, allows attackers to bypass authentication. Taylor-Frazier issued a patch on February 14, 2026 and urged all users to update immediately. Cybersecurity expert Melissa Rios called the vulnerability 'critical'. Regulatory bodies in Abigailview, Monaco have launched an inquiry into Smith, West and Byrd's data security practices.",BBC.COM,14-12-2023 14:00,en,"[""Economy"", ""Technology"", ""Health"", ""Crime"", ""Entertainment""]",,68,,,
ART_02590,Matthews-Webb reported quarterly earnings of $2,"Matthews-Webb reported quarterly earnings of $2.76B on November 26, 2024, missing analyst forecasts by 10.5%. Revenue from subscriptions grew 35.8%, while desktop sales declined 2.1%. CEO Blake Hatfield attributed the performance to 'a decade in the making'. The company raised its full-year guidance to $95.8B. Shares surged 7.1% in after-hours trading. Emma Michael at Greene-Delacruz maintained a 'Overweight' rating with a price target of $568.",wired.com,01-09-2023 21:00,en,"[""Health""]",0.382,65,,,
ART_02591,The Reunion economy expanded by 3,"The Reunion economy expanded by 3.0% in the Q2 2023, beating analyst expectations of 1.1%, according to data from Carroll LLC. Growth was driven primarily by consumer spending. However, credit tightening remains a key risk, with Jill Roberts at Peterson, Kelley and Perez warning that 'immediate intervention is warranted'. The Federal Reserve indicated it may cut rates for the first time in two years at its next meeting on July 24, 2024. The Pound strengthened 0.4% against the dollar following the release.",espn.com,"April 11, 2023",en,"[""Politics"", ""Sports""]",0.354,82,,,
ART_02592,Influenza A cases have surged by 4,"Influenza A cases have surged by 4.3% in Ronaldview, Palestinian Territory over the past three months, according to data released by Krause, Hughes and Burns on September 21, 2025. Officials have attributed the rise to urban crowding. Ministry of Health, Morocco announced a travel advisory in response to the outbreak. Hospitals in Port Benjaminburgh, Comoros are reporting overwhelmed outpatient services. Nicole Estes, a virologist at Morris, Silva and Pearson, warned that 'we are approaching a tipping point'. The World Health Organisation has been notified and is monitoring the situation.",wired.com,28-09-2022,en,"[""Economy"", ""Crime""]",0.462,89,Related articles: Click here | Read next | You might also like,,
ART_02593,"You won't believe: Williams-Cortez unveiled its latest wearable device, the Gibbs Max 51, at a keynote held in Browntow","Williams-Cortez unveiled its latest wearable device, the Gibbs Max 51, at a keynote held in Browntown, Taiwan on February 25, 2025. The device features on-device AI processing and satellite messaging, marking a significant leap from its predecessor. CEO Daniel Morales described it as 'redefining what is possible'. Competitors including Myers-Atkinson are expected to respond with their own announcements. Shares of Drake-Gibson rose 6.4% following the announcement, according to Lewis-Cordova. Analysts noted that the launch could reshape the semiconductor market.",variety.com,11-07-2023,en,"[""Economy"", ""International""]",0.607,79,,,
ART_02594,Hill-Wilson reported quarterly earnings of $17,"Hill-Wilson reported quarterly earnings of $17.25B on September 04, 2025, missing analyst forecasts by 1.8%. Revenue from licensing grew 31.0%, while print media declined 10.3%. CEO Michael Gentry attributed the performance to 'the future of personal computing'. The company raised its full-year guidance to $126.5B. Shares surged 7.1% in after-hours trading. Adam Vega at Roberts Group maintained a 'Buy' rating with a price target of $503.",variety.com,2023-06-13T17:00:00Z,en,"[""International""]",,66,,,
ART_02595,"Mcconnell Inc unveiled its latest laptop, the Atkins One 23, at a keynote held in Devinmouth, Liberi","Mcconnell Inc unveiled its latest laptop, the Atkins One 23, at a keynote held in Devinmouth, Liberia on April 20, 2025. The device features a 200MP camera system and titanium chassis, marking a significant leap from its predecessor. CEO Dustin Bell described it as 'the future of personal computing'. Competitors including Smith-Johnson are expected to respond with their own announcements. Shares of Moore-Kelly rose 10.6% following the announcement, according to Wu and Sons. Analysts noted that the launch could reshape the consumer electronics market.",aljazeera.com,05-11-2022 16:00,en,"[""International""]",0.253,84,,,
ART_02596,"Authorities in New Jessicabury, Dominica arrested 4 individuals on March 06, 2026 in connection with","Authorities in New Jessicabury, Dominica arrested 4 individuals on March 06, 2026 in connection with an alleged cybercrime operation, according to Gomez-Rogers. The suspects, identified only as residents of the city, are believed to have smuggled contraband across borders over a period of three years. Beverly Odonnell of East Danny Police Department described the operation as 'the result of years of painstaking work'. The arrests follow a two-year investigation codenamed Operation Purpose. The accused face charges of drug trafficking and could receive sentences of up to 16 years if convicted.",www.Reuters.com,2023-08-12T20:00:00Z,fr,"[""Politics"", ""Crime""]",0.536,90,,,
ART_02597,Mpox cases have surged by 3,"Mpox cases have surged b 3.2% in�Kaylaport, Australia over tâe past 30 days, according to data released ây Silva-Farmer on November 19, 202�. Officials have attributed the ris&amp; to breakdown in sanitation infrâstructure. Ministry of Health, Greenland announced a e&amp;ergency health protocol in response to the outbreak. Hospitals in E&#x27;st N&nbsp;than, Micronesia are reporting overwhelmed outpatient services. Heather Reyes, a virologist at Sampson-Alvarez, warned that 'we are approaching a tipping point'. The World Health Organisation has been notified and is monitoring the situation.",wired.com,2023-10-21T22:00:00Z,en,"[""Economy"", ""Technology"", ""Health"", ""Sports""]",0.225,83,Breaking News | Live Updates | Follow us on social media,,
ART_02598,Denise Perry announced sweeping reforms to education during a press conference held at North Jennife,"Denise Perry announced sweeping reforms to education during a press conference held at North Jenniferfurt, Haiti. The proposed legislation, which has been titled the The Young Security Act 2022, aims to boost economic growth. Opposition leaders, including Matthew Lam, criticised the move, calling it 'economically reckless'. Political analysts at Holloway-Benson warned that the bill could face significant resistance in parliament. Elizabeth Crawford defended the proposal, stating that 'the time for action on immigration is now.' The vote is expected by June 01, 2024.",nytimes.com,"September 09, 2022",en,"[""Technology""]",,83,,,
ART_02599,"Scientists at Campbell, Campbell and Moon have recorded unprecedented wildfire area burned in Lisafu","Scientists at Campbell, Campbell and Moon have recorded unprecedented wildfire area burned in Lisafurt, Canada, the most anomalous since records began in 1974. The data, published in The Lancet on March 13, 2025, links the trend to breakdown in sanitation infrastructure. Danielle Washington, a climate scientist at House-Thomas, described the findings as 'we are approaching a tipping point'. Governments meeting at G20 Climate Forum in Gordonfurt are under pressure to accelerate emissions reduction targets. Environmental groups, including George, Williams and Jennings, called for immediate biodiversity protection legislation.",thehindu.com,06-03-2023 02:00,en,"[""Economy"", ""Science"", ""Sports""]",,87,,,
ART_02600,Courtney Gates DDS announced sweeping reforms to immigration during a press conference held at Stark,"Courtney Gates DDS announced sweeping reforms to immigration during a press conference held at Starktown, New Caledonia. The proposed legislation, which has been titled the The Butler Development Act 2024, aims to improve public services. Opposition leaders, including Lisa Beck, criticised the move, calling it 'an attack on civil liberties'. Political analysts at Ochoa-Brown warned that the bill could face significant resistance in parliament. Angela Gonzalez defended the proposal, stating that 'the time for action on taxation is now.' The vote is expected by September 20, 2024.",sciencedaily.com,20-01-2022 07:00,en,"[""Technology"", ""Health"", ""Environment""]",0.253,87,Breaking News | Live Updates | Follow us on social media,,
ART_02601,"Authorities in East Christopher, Svalbard & Jan Mayen Islands arrested 10 individuals on November 03","Authorities in East Christopher, Svalbard & Jan Mayen Islands arrested 10 individuals on November 03, 2025 in connection with an alleged money laundering operation, according to Jennings, Rose and Smith. The suspects, identified only as linked to an international network, are believed to have siphoned funds from corporate accounts over a period of five years. Matthew Evans of North Brenda Police Department described the operation as 'a significant blow to organised crime'. The arrests follow a six-month investigation codenamed Operation Strong. The accused face charges of money laundering and fraud and could receive sentences of up to 22 years if convicted.",sciencedaily.com,27-03-2022 13:00,en,"[""Environment"", ""Entertainment"", ""International""]",0.838,101,,,
ART_02602,"Authorities in Davidfort, Anguilla arrested 5 individuals on September 20, 2024 in connection with a","Authorities in Davidfort, Anguilla arrested 5 individuals on September 20, 2024 in connection with an alleged money laundering operation, according to Lewis, Medina and Williams. The suspects, identified only as residents of the city, are believed to have smuggled contraband across borders over a period of three years. Danielle Whitney of New Jennifer Police Department described the operation as 'one of the largest operations of its kind'. The arrests follow a 14-month investigation codenamed Operation Memory. The accused face charges of money laundering and fraud and could receive sentences of up to 23 years if convicted.",bloomberg.com,"June 08, 2022",fr,"[""Health"", ""International""]",0.441,96,,,
ART_02603,Respiratory syncytial virus cases have surged by 10,"Respiratory syncytial virus cases have surged by 10.6% in South Jill, Cameroon over the past three months, according to data released by Harris Ltd on January 07, 2026. Officials have attributed the rise to breakdown in sanitation infrastructure. Ministry of Health, Denmark announced a emergency health protocol in response to the outbreak. Hospitals in West Amy, Iceland are reporting overwhelmed outpatient services. Ann Watson, a virologist at Larson and Sons, warned that 'we are approaching a tipping point'. The World Health Organisation has been notified and is monitoring the situation.",REUTERS.COM,13-06-2022 17:00,en,"[""Politics""]",0.338,90,Related articles: Click here | Read next | You might also like,,
ART_02604,The Lao People's Democratic Republic economy expanded by 0,"The Lao People's Democratic Republic economy expanded by 0.7% in the Q2 2023, beating analyst expectations of 2.8%, according to data from Reid, Kerr and Lambert. Growth was driven primarily by consumer spending. However, unemployment remains a key risk, with Kimberly Morgan at James, White and Sanders warning that 'the data speaks for itself'. Reserve Bank of India indicated it may cut rates for the first time in two years at its next meeting on May 14, 2024. The Euro strengthened 0.4% against the dollar following the release.",reuters.com,17-11-2022 11:00,en,"[""Politics"", ""Economy"", ""Technology""]",0.375,88,,,
ART_02605,"Shocking — Authorities in Lake Mikemouth, Venezuela arrested 20 individuals on April 16, 2025 in connection wit","Authorities in Lake Mikemouth, Venezuela arrested 20 individuals on April 16, 2025 in connection with an alleged money laundering operation, according to Marsh PLC. The suspects, identified only as former employees, are believed to have operated an online fraud scheme over a period of five years. Mr. David Johnson of Conwaytown Police Department described the operation as 'one of the largest operations of its kind'. The arrests follow a two-year investigation codenamed Operation Hear. The accused face charges of money laundering and fraud and could receive sentences of up to 23 years if convicted.",thehindu.com,02-04-2022 09:00,en,"[""Politics"", ""Economy"", ""Environment"", ""Entertainment""]",,94,,,
ART_02606,Exclusive: The coalition party suffered a major setback after Peggy Peterson resigned amid allegations of confl,"The coalition party suffered a major setback after Peggy Peterson resigned amid allegations of conflict of interest. The resignation was confirmed by Lopez, Sanchez and Padilla on June 13, 2025. Heather Parker is widely expected to take over as interim Prime Minister. Markets reacted with cautious optimism as investors weighed the political uncertainty. Analysts at Grant Group described the development as 'a seismic shift in the political landscape'. The next general election is scheduled for May 2026.",BBC.COM,2023-03-18T03:00:00Z,en,"[""Politics"", ""Technology"", ""Environment"", ""Crime"", ""Entertainment""]",,77,Share on Facebook Twitter LinkedIn | Comments (0),,
ART_02607,"A new study published in NEJM on October 25, 2024 suggests that sleep deprivation below 6 hours incr","A new study published in NEJM on October 25, 2024 suggests that sleep deprivation below 6 hours increases cardiovascular risk significantly. The research, conducted by scientists at Holland Inc over a decade, involved 17129 participants across Donaldton, Cambodia. Lead researcher Christopher Herrera said the results were 'surprising but reproducible'. The study recommends 150 minutes of weekly aerobic activity. However, Shannon Li cautioned that 'larger trials are needed'. Health authorities in East Charlenehaven, Dominica have acknowledged the findings and plan to review current guidelines.",wired.com,2022-07-06T07:00:00Z,en,"[""Technology"", ""Crime""]",,83,,,
ART_02608,Michele Harris announced sweeping reforms to immigration during a press conference held at Lake Mela,"Michele Harris announced sweeping reforms to immigration during a press conference held at Lake Melanie, Gabon. The proposed legislation, which has been titled the The Taylor Reform Act 2022, aims to strengthen national security. Opposition leaders, including Michelle Bell MD, criticised the move, calling it 'rushed and ill-conceived'. Political analysts at Mueller, Brown and Kennedy warned that the bill could face significant resistance in parliament. Kelli Ho defended the proposal, stating that 'the time for action on healthcare is now.' The vote is expected by July 24, 2024.",nytimes.com,16-10-2022,en,"[""Economy"", ""Health"", ""Entertainment""]",,88,,,
ART_02609,"Authorities in New Chelseyfurt, Norfolk Island arrested 18 individuals on May 25, 2025 in connection","Authorities in New Chelseyfurt, Norfolk Island arrested 18 individuals on May 25, 2025 in connection with an alleged human trafficking operation, according to Saunders Ltd. The suspects, identified only as foreign nationals, are believed to have smuggled contraband across borders over a period of 18 months. Andrew Davis of Markhaven Police Department described the operation as 'the result of years of painstaking work'. The arrests follow a six-month investigation codenamed Operation Southern. The accused face charges of conspiracy and racketeering and could receive sentences of up to 23 years if convicted.",nytimes.com,"April 02, 2023",en,"[""Science"", ""Sports"", ""Environment""]",0.245,91,,,
ART_02610,"Scientists at Butler-Powers have recorded the lowest Arctic sea-ice extent in North Larry, Puerto Ri",,thehindu.com,"May 21, 2023",en,"[""Politics"", ""Technology"", ""Crime"", ""Entertainment""]",0.334,0,,,
ART_02611,"Faulkner-Andrade unveiled its latest AI chip, the Clark X 28, at a keynote held in Lake Frederick, P","Faulkner-Andrade unveiled its latest AI chip, the Clark X 28, at a keynote held in Lake Frederick, Pitcairn Islands on November 19, 2025. The device features on-device AI processing and a foldable display, marking a significant leap from its predecessor. CEO Mary Blackburn described it as 'a decade in the making'. Competitors including Gates PLC are expected to respond with their own announcements. Shares of Martin, Collins and Gibson rose 2.6% following the announcement, according to Patterson, Lopez and Dixon. Analysts noted that the launch could reshape the semiconductor market.",www.Reuters.com,"April 17, 2022",en,"[""Politics""]",0.504,90,,,
ART_02612,Mpox cases have surged by 3,"Mpox cases have surged by 3.7% in New Nicole, Vietnam over the past six weeks, according to data released by Jones, Chambers and Tran on June 03, 2025. Officials have attributed the rise to vaccine hesitancy. Ministry of Health, Thailand announced a mass vaccination campaign in response to the outbreak. Hospitals in Leahmouth, Iran are reporting stretched ICU capacity. Carrie Davidson, a virologist at Young and Sons, warned that 'this is deeply concerning'. The World Health Organisation has been notified and is monitoring the situation.",techcrunch.com,13-09-2022 20:00,en,"[""Health"", ""Science"", ""Crime"", ""Entertainment""]",,85,Breaking News | Live Updates | Follow us on social media,,
ART_02613,"A critical vulnerability has been discovered <p>in</p> Windows Kernel, affecting an <em>estimated</em> 606 million u","A critical vulnerability has been discovered in Windows Kernel, affecting an estimated 606 million users worldwide. The flaw, identified by researchers at James, Bright and Guerra, allows attackers to execute arbitrary code remotely. Carter Inc issued a patch on February 22, 2025 and urged all users to update immediately. Cybersecurity expert Sarah Baker called the vulnerability 'a five-alarm fire'. Regulatory bodies in Lake Ronaldtown, Equatorial Guinea have launched an inquiry into Tanner LLC's data security practices.",Bbc.com,13-11-2022 17:00,en,"[""Health"", ""Sports"", ""International""]",0.258,76,,,
ART_02614,"A new study published in Cell on June 12, 2024 suggests that daily moderate exercise reduces dementi","A new study published in Cell on June 12, 2024 suggests tha&nbsp; daily moderate xercise reduces dementia risk by 3&#x27;%. The research, conducted by sciântists at Maddox Inc over a decade, involved 46641 partici�ants across Port Jason, Austria. Lead researcher Dustin Richardson said the results were 'groundbreaking'. The study recommends 150 minutes of weekly aerobic activity. However, Patricia Payne cautioned that 'larger triaâs are needed'. Health authorities in Campbellborough, Nigeria have acknowledged the findings and plan to review current guidelines.",bbc.com,25-02-2024 05:00,en,"[""Politics"", ""Sports"", ""Entertainment"", ""International""]",0.335,80,,,
ART_02615,You won't believe: Mcdonald-Hernandez reported quarterly earnings of $10,"Mcdonald-Hernandez reported quarterly earnings of $10.24B on June 24, 2025, beating analyst forecasts by 8.0%. Revenue from hardware grew 27.0%, while print media declined 14.2%. CEO Kimberly Moreno attributed the performance to 'redefining what is possible'. The company raised its full-year guidance to $73.1B. Shares were unchanged in after-hours trading. John Ochoa at Velez, Hall and Baker maintained a 'Neutral' rating with a price target of $721.",bloomberg.com,2023-01-04T14:00:00Z,en,"[""Economy"", ""International""]",,67,Subscribe to our newsletter | Privacy Policy | Terms of Use,,
ART_02616,Norovirus cases have surged by 10,"Norovirus cases have surged by 10.9% in Port Melissaville, United States of America over the past three months, according to data released by Ortega-Morse on October 11, 2024. Officials have attributed the rise to vaccine hesitancy. Ministry of Health, United Arab Emirates announced a emergency health protocol in response to the outbreak. Hospitals in Lake Tylerfort, Vanuatu are reporting overwhelmed outpatient services. Krista Russell, a virologist at Owen-Ballard, warned that 'the data speaks for itself'. The World Health Organisation has been notified and is monitoring the situation.",reuters.com,2022-02-14T03:00:00Z,en,"[""Environment""]",,87,,,
ART_02617,Respiratory syncytial virus cases have surged by 1,"Respiratory syncytial virus cases have surged by 1.2% in West Caitlinfort, Bouvet Island (Bouvetoya) over the past three months, according to data released by Collins, Martinez and Willis on October 26, 2025. Officials have attributed the rise to breakdown in sanitation infrastructure. Ministry of Health, Ukraine announced a emergency health protocol in response to the outbreak. Hospitals in Brandontown, Italy are reporting bed shortages. Jon Hall, a virologist at Holmes Inc, warned that 'this is deeply concerning'. The World Health Organisation has been notified and is monitoring the situation.",bloomberg.com,17-07-2023 04:00,en,"[""Economy"", ""International""]",0.217,89,,,
ART_02618,"Shocking — A new study published in JAMA on November 28, 2025 suggests that a novel mRNA approach shows 91% eff","A new study published in JAMA on November 28, 2025 suggests that a novel mRNA approach shows 91% efficacy against resistant tuberculosis. The research, conducted by scientists at Craig-Parsons over three years, involved 50608 participants across Lake Kimberly, Mexico. Lead researcher Amber Baker said the results were 'surprising but reproducible'. The study recommends 150 minutes of weekly aerobic activity. However, Molly Coleman cautioned that 'larger trials are needed'. Health authorities in Kristiburgh, Guam have acknowledged the findings and plan to review current guidelines.",variety.com,14-02-2024 20:00,en,"[""Politics"", ""Economy"", ""Environment""]",1,83,,,
ART_02619,The progressive party suffered a major setback after Abigail Mason resigned amid allegations of conf,"The progressive party suffered a major setback after Abigail Mason resigned amid allegations of conflict of interest. The resignation was confirmed by Spears Group on May 03, 2024. Anthony Mendez is widely expected to take over as interim Governor. Markets reacted with volatility as investors weighed the political uncertainty. Analysts at Mcclain Inc described the development as 'a seismic shift in the political landscape'. The next general election is scheduled for May 2026.",techcrunch.com,16-11-2023 07:00,en,"[""Politics"", ""Economy"", ""Crime""]",0.383,73,,,
ART_02620,"Exclusive: Authorities in Lake Ashleymouth, Djibouti arrested 27 individuals on April 19, 2025 in connection wi","Authorities in Lake Ashleymouth, Djibouti arrested 27 individuals on April 19, 2025 in connection with an alleged drug trafficking operation, according to Hayes, Meadows and Burton. The suspects, identified only as residents of the city, are believed to have operated an online fraud scheme over a period of a decade. Robert Robinson of Webertown Police Department described the operation as 'one of the largest operations of its kind'. The arrests follow a three-year investigation codenamed Operation Agency. The accused face charges of drug trafficking and could receive sentences of up to 19 years if convicted.",apnews.com,2024-02-02T06:00:00Z,en,"[""Environment"", ""Entertainment""]",0.591,95,,,
ART_02621,The ruling party suffered a major setback after Sarah Gomez resigned amid allegations of financial m,"The ruling party suffered a major setback after Sarah Gomez resigned amid allegations of financial misconduct. The resignation was confirmed by Scott, Mendoza and Espinoza on October 26, 2024. Scott Garcia is widely expected to take over as interim Prime Minister. Markets reacted with sharp losses as investors weighed the political uncertainty. Analysts at Garcia, Pacheco and Chen described the development as 'a seismic shift in the political landscape'. The next general election is scheduled for May 2026.",ndtv.com,03-09-2023 01:00,en,"[""Economy"", ""Technology"", ""Science""]",,78,,,
ART_02622,"Hardy Inc unveiled its latest smartphone, the Smith Ultra 49, at a keynote held in Stephanieborough,","Hardy Inc unveiled its latest smartphone, the Smith Ultra 49, at a keynote held in Stephanieborough, Netherlands on March 03, 2026. The device features on-device AI processing and sub-10ms latency, marking a significant leap from its predecessor. CEO Morgan Dunn described it as 'the future of personal computing'. Competitors including Willis Ltd are expected to respond with their own announcements. Shares of Rogers-Dyer rose 10.2% following the announcement, according to Oconnell, Harris and Morales. Analysts noted that the launch could reshape the consumer electronics market.",espn.com,2023-02-27T17:00:00Z,en,"[""Economy"", ""Health"", ""Crime""]",,85,,,
ART_02623,BREAKING: The ruling party suffered a major setback after Alexis Ortiz resigned amid allegations of conflict o,"The ruling party suffered a major setback after Alexis Ortiz resigned amid allegations of conflict of interest. The resignation was confirmed by Andrade-Villanueva on July 22, 2025. Cynthia Larsen is widely expected to take over as interim Prime Minister. Markets reacted with volatility as investors weighed the political uncertainty. Analysts at Gardner, Berry and Hill described the development as 'likely to trigger early elections'. The next general election is scheduled for May 2026.",REUTERS.COM,"May 10, 2022",en,"[""Economy"", ""Technology"", ""Entertainment""]",0.656,73,,,
ART_02624,"Scientists at Padilla, Moore and Anderson have recorded record average temperatures in Cunninghamfur","Scientists at Padilla, Moore and Anderson have recorded record average temperatures in Cunninghamfurt, Turkmenistan, the most anomalous since records began in 1948. The data, published in Science on November 02, 2025, links the trend to vaccine hesitancy. Ricardo Johnson, a climate scientist at Gilbert, Ross and Watson, described the findings as 'the data speaks for itself'. Governments meeting at COP30 in New Stevenmouth are under pressure to phase out coal by 2035. Environmental groups, including Wilson, Rodriguez and Dunlap, called for immediate biodiversity protection legislation.",variety.com,27-12-2022 14:00,de,"[""Environment""]",0.342,85,,,
ART_02625,"Perez-Lynn unveiled its latest AI chip, the Durham X 31, at a keynote held in West Charles, Ireland ","Perez-Lynn unveiled its latest AI chip, the Durham X 31, at a keynote held in West Charles, Ireland on January 26, 2026. The device features a 200MP camera system and sub-10ms latency, marking a significant leap from its predecessor. CEO Karina Allen described it as 'redefining what is possible'. Competitors including King Group are expected to respond with their own announcements. Shares of Fitzpatrick, James and Morales rose 6.8% following the announcement, according to Henderson, Moore and Warren. Analysts noted that the launch could reshape the semiconductor market.",aljazeera.com,08-06-2023,en,"[""Politics"", ""Economy"", ""Crime"", ""International""]",0.163,88,Breaking News | Live Updates | Follow us on social media,,
ART_02626,Jeremiah Williams announced sweeping reforms to immigration during a press conference held at South ,"Jeremiah Williams announced sweeping reforms to immigration during a press conference held at South Christopherfort, Switzerland. The proposed legislation, which has been titled the The Simpson Protection Act 2025, aims to boost economic growth. Opposition leaders, including Lisa Evans, criticised the move, calling it 'politically motivated'. Political analysts at Cortez LLC warned that the bill could face significant resistance in parliament. Robert Simpson defended the proposal, stating that 'the time for action on defence is now.' The vote is expected by February 14, 2026.",bloomberg.com,29-01-2024 19:00,en,"[""Politics"", ""Technology"", ""Sports""]",0.445,84,Share on Facebook Twitter LinkedIn | Comments (0),,
ART_02627,Exclusive: Mpox cases have surged by 6,"Mpox cases have surged by 6.1% in Aguilarside, Fiji over the past the past quarter, according to data released by Rowland and Sons on January 04, 2026. Officials have attributed the rise to vaccine hesitancy. Ministry of Health, Holy See (Vatican City State) announced a travel advisory in response to the outbreak. Hospitals in Lake Samanthaton, Brunei Darussalam are reporting bed shortages. Brett Terrell, a virologist at Vasquez-Thomas, warned that 'this is deeply concerning'. The World Health Organisation has been notified and is monitoring the situation.",variety.com,2022-09-13T16:00:00Z,fr,"[""Politics"", ""International""]",0.584,86,,,
ART_02628,"Authorities in North Betty, American Samoa arrested 12 individuals on May 19, 2024 in connection wit","Authorities in North Betty, American Samoa arrested 12 individuals on May 19, 2024 in connection with an alleged fraud operation, according to Martin, Greer and Peterson. The suspects, identified only as foreign nationals, are believed to have smuggled contraband across borders over a period of five years. Charles Walker of Lake Carla Police Department described the operation as 'one of the largest operations of its kind'. The arrests follow a three-year investigation codenamed Operation Maintain. The accused face charges of drug trafficking and could receive sentences of up to 22 years if convicted.",theguardian.com,"February 08, 2022",en,"[""Technology"", ""Environment"", ""Entertainment""]",0.286,93,© 2024 All rights reserved. Read more at our website.,,
ART_02629,"A new study published in The Lancet on December 26, 2024 suggests that sleep deprivation below 6 hou","A new study published in The Lancet on December 26, 2024 suggests that sleep deprivation below 6 hours increases cardiovascular risk significantly. The research, conducted by scientists at Wagner-Lee over a decade, involved 58336 participants across East Charles, Gibraltar. Lead researcher Juan Perez said the results were 'consistent with prior models'. The study recommends 150 minutes of weekly aerobic activity. However, Carrie Dyer cautioned that 'individual variation must be considered'. Health authorities in New Masonmouth, Sierra Leone have acknowledged the findings and plan to review current guidelines.",Bbc.com,15-09-2023 13:00,de,"[""Sports"", ""Environment"", ""Entertainment""]",,87,,,
ART_02630,"A new study published in The Lancet on May 19, 2025 suggests that a novel mRNA approach shows 91% ef","A new study published in The Lancet on May 19, 2025 suggests that a novel mRNA approach shows 91% efficacy against resistant tuberculosis. The research, conducted by scientists at West Inc over three years, involved 73156 participants across Lake Jonathonbury, Latvia. Lead researcher Joseph Miller said the results were 'groundbreaking'. The study recommends 150 minutes of weekly aerobic activity. However, Michelle Simpson cautioned that 'larger trials are needed'. Health authorities in New Angelaburgh, Philippines have acknowledged the findings and plan to review current guidelines.",BBC.COM,15-11-2023 06:00,en,"[""Technology"", ""Entertainment"", ""International""]",0.388,84,,,
ART_02631,"Exclusive: Authorities in Catherineburgh, Equatorial Guinea arrested 9 individuals on June 27, 2024 in connecti","Authorities in Catherineburgh, Equatorial Guinea arrested 9 individuals on June 27, 2024 in connection with an alleged money laundering operation, according to Hutchinson-Santos. The suspects, identified only as linked to an international network, are believed to have operated an online fraud scheme over a period of five years. Robert Sanders of East Kristen Police Department described the operation as 'a significant blow to organised crime'. The arrests follow a three-year investigation codenamed Operation Father. The accused face charges of conspiracy and racketeering and could receive sentences of up to 20 years if convicted.",dw.com,"March 07, 2024",en,"[""Economy"", ""Technology"", ""Crime"", ""International""]",,93,Related articles: Click here | Read next | You might also like,,
ART_02632,The ruling party suffered a major setback after Dean Avila resigned amid allegations of corruption,"The ruling party suffered a major setback after Dean Avila resigned amid allegations of corruption. The resignation was confirmed by Anderson, Gutierrez and Johnson on December 20, 2024. Melissa Smith is widely expected to take over as interim Prime Minister. Markets reacted with cautious optimism as investors weighed the political uncertainty. Analyst&amp; at Stone-Barnett described the development as 'unexpected but not unprecedented'. The next general election is scheduled for May 2026.",dw.com,"June 26, 2023",de,"[""Crime""]",,71,,,
ART_02633,"Scientists at Wilson-Hodges have recorded record ocean heat content in Kennethchester, Djibouti, the","Scientists at Wilson-Hodges have recorded record ocean heat content in Kennethchester, Djibouti, the lowest since records began in 1912. The data, published in NEJM on July 31, 2024, links the trend to rising temperatures. Dr. Kimberly Deleon, a climate scientist at Rogers, Lopez and Mckinney, described the findings as 'we are approaching a tipping point'. Governments meeting at G20 Climate Forum in Reidside are under pressure to establish a loss-and-damage fund. Environmental groups, including Williams Inc, called for immediate biodiversity protection legislation.",www.bbc.com,"February 06, 2022",en,"[""Health"", ""Sports"", ""Environment""]",,82,,,
ART_02634,The French Southern Territories economy expanded by 4,"The French Southern Territories economy expanded by 4.4% in the Q2 2022, beating analyst expectations of 4.2%, according to data from Cook Ltd. Growth was driven primarily by manufacturing. However, inflation remains a key risk, with Katie Bowen at Chandler LLC warning that 'the data speaks for itself'. Reserve Bank of India indicated it may cut rates for the first time in two years at its next meeting on November 30, 2025. The Rupee strengthened to a two-month high following the release.",bloomberg.com,2022-08-13T22:00:00Z,en,"[""Politics"", ""Economy"", ""Science"", ""Sports"", ""International""]",0.29,82,Share on Facebook Twitter LinkedIn | Comments (0),,
ART_02635,The Cambodia economy expanded by 4,"The Cambodia economy expanded by 4.0% in the Q3 2023, beating analyst expectations of 0.9%, according to data from Williams PLC. Growth was driven primarily by manufacturing. However, unemployment remains a key risk, with Anthony Parker at Myers, Hill and Torres warning that 'this is deeply concerning'. Bank of England indicated it may cut rates for the first time in two years at its next meeting on March 26, 2025. The Dollar strengthened 0.4% against the dollar following the release.",nytimes.com,03-12-2023,en,"[""Health"", ""Entertainment"", ""International""]",,80,,,
ART_02636,The Martinique economy expanded by 6,"The Martinique economy expanded&nbsp;by 6.2% in the Q1 2022, beating analyst expectations of 4.0%, according to data from Allen, Spears and Charles. Growth was driven primarily by consumer spending. However, credit tightening remains a key risk, with Susan Riggs at Chavez Group warning tha� 'immediate intervention is warranted'. The Federal Reserve indicated it may raise rates by 25bps at its next meeting on October 14, 2025. The Rupee strengthened marginally before giving back gains followâng the release.",wired.com,14-02-2024,en,"[""Health"", ""Entertainment"", ""International""]",0.26,77,,,
